"id","Address","Response_Address","Response_X","Response_y"
1,"桃園市楊梅區高山里獅ㄧ路１９號",NA,NA,NA
2,"桃園市龍潭區烏林里中豐路５３３巷７２號",NA,NA,NA
3,"桃園市龜山區南上里民生北路１段５４巷２弄９、１１號１樓",NA,NA,NA
4,"桃園市觀音區樹林里１５鄰工業四路１２號",NA,NA,NA
5,"桃園市龜山區南上里南上路２９０巷４２弄３號",NA,NA,NA
6,"桃園市觀音區樹林里工業三路１３號１樓",NA,NA,NA
7,"桃園市桃園區大林里興邦路四一之八號",NA,NA,NA
8,"桃園市龜山區南上里民生北路一段五三０、五三二、五三四號一樓",NA,NA,NA
9,"桃園市中壢區永福里7鄰吉林路10號",NA,NA,NA
10,"桃園市龜山區大坑里南上路４７３號",NA,NA,NA
11,"桃園市龜山區大崗里頂湖二街６５巷６號２樓",NA,NA,NA
12,"桃園市中壢區月眉里月眉路３段６號１樓",NA,NA,NA
13,"桃園市桃園區大林里大智路１１號１樓",NA,NA,NA
14,"桃園市龜山區大坑里南上路五二○巷六弄二三號",NA,NA,NA
15,"桃園市蘆竹區長興里長榮路一七四號",NA,NA,NA
16,"桃園市龜山區舊路里振興路１０８７號",NA,NA,NA
17,"桃園市觀音區草漯里榮工南路１５－１號",NA,NA,NA
18,"桃園市龜山區大坑里南上路三八六巷一０號",NA,NA,NA
19,"桃園市大溪區中新里大鶯路１３２０巷４６號１、２樓",NA,NA,NA
20,"桃園市龜山區山頂里山鶯路１７１號",NA,NA,NA
21,"桃園市八德區茄苳里永豐路１９６號",NA,NA,NA
22,"桃園市楊梅區上田里田寮子二之五號",NA,NA,NA
23,"桃園市八德區瑞泰里瑞源一街１７號１樓",NA,NA,NA
24,"桃園市八德區大湳里後庄街三三巷九號",NA,NA,NA
25,"桃園市桃園區大林里大明街５４號１樓",NA,NA,NA
26,"桃園市觀音區大潭里濱海路大潭段６２９號",NA,NA,NA
27,"桃園市大園區北港里大工路37、39號",NA,NA,NA
28,"桃園市龜山區嶺頂里振興路５８巷５弄８號４樓",NA,NA,NA
29,"桃園市蘆竹區蘆竹里南崁路２段４５９號",NA,NA,NA
30,"桃園市八德區茄苳里永豐路３８０號",NA,NA,NA
31,"桃園市桃園區汴洲里鹽庫街十七巷二八號五樓",NA,NA,NA
32,"桃園市大溪區仁善里仁德北街６７號",NA,NA,NA
33,"桃園市八德區大安里建安街９９號１樓",NA,NA,NA
34,"桃園市平鎮區平南里天津街２３１號",NA,NA,NA
35,"桃園市龍潭區烏林里工一路１５０巷９２、１００號",NA,NA,NA
36,"桃園市楊梅區青山里獅一路18-2號",NA,NA,NA
37,"桃園市楊梅區高山里高獅路８６３巷３８之１號",NA,NA,NA
38,"桃園市龍潭區烏林里工二路３０６號及２９８巷１號",NA,NA,NA
39,"桃園市龜山區大坑里南上路３５０巷４６號",NA,NA,NA
40,"桃園市龜山區兔坑里茶專一街６０巷１９弄６、８號",NA,NA,NA
41,"桃園市桃園區汴洲里水汴一路九六、九八號一樓",NA,NA,NA
42,"桃園市龜山區南上里民生北路一段五四巷一一號三樓",NA,NA,NA
43,"桃園市八德區茄苳里永豐路４５６號",NA,NA,NA
44,"桃園市龍潭區烏林里工二路七０巷一號一樓",NA,NA,NA
45,"桃園市龜山區龍壽里龍校街一一九巷一０號",NA,NA,NA
46,"桃園市平鎮區復旦里復旦路３段１１１巷２號１樓",NA,NA,NA
47,"桃園市觀音區樹林里經建二路三號",NA,NA,NA
48,"桃園市龜山區山頂里中興路一號",NA,NA,NA
49,"桃園市大溪區瑞興里五鄰頂山?三六之一號",NA,NA,NA
50,"桃園市蘆竹區長興里南崁路二段四０二巷二六弄六號",NA,NA,NA
51,"桃園市蘆竹區蘆竹里蘆興街四九之一號二樓",NA,NA,NA
52,"桃園市桃園區玉山里玉山街二三三巷四九號一樓",NA,NA,NA
53,"桃園市蘆竹區內厝里內新路６１號",NA,NA,NA
54,"桃園市蘆竹區長興里南崁路２段４０２巷２０號",NA,NA,NA
55,"桃園市蘆竹區瓦窯里南山路一段三四九巷一五號一樓",NA,NA,NA
56,"桃園市八德區茄苳里茄苳路八七二號一樓",NA,NA,NA
57,"桃園市八德區大發里和平路七○四巷十八號",NA,NA,NA
58,"桃園市八德區白鷺里永豐路八二巷一０弄二四號一樓",NA,NA,NA
59,"桃園市觀音區新坡里１３鄰６號１樓",NA,NA,NA
60,"桃園市蘆竹區新莊里大興路二０巷二一弄一七號",NA,NA,NA
61,"桃園市蘆竹區新莊里大興路二０巷二二號",NA,NA,NA
62,"桃園市蘆竹區新莊里大興路二０巷二一弄二號",NA,NA,NA
63,"桃園市平鎮區北貴里關爺東路七九號",NA,NA,NA
64,"桃園市觀音區廣福里一五鄰一七０號",NA,NA,NA
65,"桃園市楊梅區東流里中山南路726號1樓",NA,NA,NA
66,"桃園市大園區橫峰里水源路九一五、九一七號",NA,NA,NA
67,"桃園市蘆竹區新興里文中路一段五二號一樓",NA,NA,NA
68,"桃園市龜山區南上里民生北路一段五四巷一一號一、二樓",NA,NA,NA
69,"桃園市楊梅區富岡里民安路二巷一四０弄五號",NA,NA,NA
70,"桃園市蘆竹區長興里南崁路二段四０二巷二六弄一四號",NA,NA,NA
71,"桃園市大溪區仁愛里自強街二八巷一弄四號一樓",NA,NA,NA
72,"桃園市桃園區汴洲里經國路八八八號一二樓之一",NA,NA,NA
73,"桃園市楊梅區高青路三二巷五之一號",NA,NA,NA
74,"桃園市中壢區過嶺里民族路六段二三０巷七號",NA,NA,NA
75,"桃園市蘆竹區內厝里大豐街３１巷１２號",NA,NA,NA
76,"桃園市八德區茄苳里茄苳路８０６號、８１８號",NA,NA,NA
77,"桃園市大園區五權里中正東路３段２９３、３７１號",NA,NA,NA
78,"桃園市中壢區內定里內定二十街３１巷９號１樓",NA,NA,NA
79,"桃園市龜山區兔坑里德明路同昌巷３號１樓",NA,NA,NA
80,"桃園市楊梅區三湖里楊湖路二段1巷190弄162號",NA,NA,NA
81,"桃園市中壢區忠福里南園二路１號１樓",NA,NA,NA
82,"桃園市蘆竹區內厝里大豐街四八號一樓",NA,NA,NA
83,"桃園市桃園區汴洲里水汴一路１２２號",NA,NA,NA
84,"桃園市平鎮區湧安里工業十路１１號１樓",NA,NA,NA
85,"桃園市中壢區內定里合圳北路二段四六七號",NA,NA,NA
86,"桃園市蘆竹區瓦窯里南山路一段５６巷５號",NA,NA,NA
87,"桃園市桃園區汴洲里經國路８５９號２樓",NA,NA,NA
88,"桃園市龜山區大同里大同路三三○號",NA,NA,NA
89,"桃園市龜山區大崗里頂湖一街３號２樓",NA,NA,NA
90,"桃園市八德區瑞泰里瑞源街１０號１樓",NA,NA,NA
91,"桃園市蘆竹區海湖里中圳街１８巷１號",NA,NA,NA
92,"桃園市龜山區山頂里建國東路３２號３、４樓",NA,NA,NA
93,"桃園市楊梅區上田里梅高路二段431巷131弄5號",NA,NA,NA
94,"桃園市龜山區山頂里山鶯路173、173-9號",NA,NA,NA
95,"桃園市蘆竹區錦中里錦順街4號1樓",NA,NA,NA
96,"桃園市八德區白鷺里廣福路879巷98之3號",NA,NA,NA
97,"桃園市觀音區草漯里榮工北路４號",NA,NA,NA
98,"桃園市新屋區赤欄里１７之１號２樓",NA,NA,NA
99,"桃園市楊梅區三湖里楊湖路二段615巷56弄19號1樓",NA,NA,NA
100,"桃園市中壢區文化里吉林路27號一樓、27號之1一樓、27號之2一樓、27號之3一樓、27號之1四樓、27號六樓、27號之1六樓、27號之3六樓、27號之2七樓、27號之3七樓、27號八樓、27號",NA,NA,NA
101,"桃園市蘆竹區內厝里內溪路三九巷四六弄八號",NA,NA,NA
102,"桃園市桃園區大林里興中街3號",NA,NA,NA
103,"桃園市觀音區草漯里成功路一段５０９號",NA,NA,NA
104,"桃園市八德區瑞泰里瑞源街70號(1樓)",NA,NA,NA
105,"桃園市龜山區幸福里科技二路３９號１樓",NA,NA,NA
106,"桃園市觀音區金湖里中山路１段１１７１巷３６號",NA,NA,NA
107,"桃園市龜山區南上里南上路三八六巷六號",NA,NA,NA
108,"桃園市蘆竹區長興里南崁路２段８８號",NA,NA,NA
109,"桃園市桃園區中德里桃德路８９巷４２號",NA,NA,NA
110,"桃園市蘆竹區大竹里大新一街２１巷２０號",NA,NA,NA
111,"桃園市大園區五權里４鄰下埔４６之１號",NA,NA,NA
112,"桃園市龜山區大坑里南上路４００巷８、１０號１樓",NA,NA,NA
